Condition,ICD10,ICD10QF,SMRType,FinancialYear,HBT2014,HBT2014QF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
M&B - Withdrawal state,F10.3,,Combined,2006/07,S08000019,,29.2,26.3,,:,,c,,c,,:,1.1
M&B - Withdrawal state,F10.3,,Combined,2006/07,S08000020,,61.4,46.9,,:,331,,252,,,:,1.3
M&B - Withdrawal state,F10.3,,Combined,2006/07,S08000021,,103.2,85.9,,:,1083,,897,,,:,1.2
M&B - Withdrawal state,F10.3,,Combined,2006/07,S08000022,,87.9,73.7,,:,277,,233,,,:,1.2
M&B - Withdrawal state,F10.3,,Combined,2006/07,S08000023,,80.3,65,,:,515,,414,,,:,1.2
M&B - Withdrawal state,F10.3,,Combined,2006/07,S08000024,,58.8,49.3,,:,436,,363,,,:,1.2
M&B - Withdrawal state,F10.3,,Combined,2006/07,S08000025,,53.8,53.8,,:,10,,10,,,:,1
M&B - Withdrawal state,F10.3,,Combined,2006/07,S08000026,,133.8,89.5,,:,29,,20,,,:,1.5
M&B - Withdrawal state,F10.3,,Combined,2006/07,S08000027,,30.8,25.8,,:,118,,98,,,:,1.2
M&B - Withdrawal state,F10.3,,Combined,2006/07,S08000028,,279.3,219.8,,:,76,,61,,,:,1.2
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000015,,69.9,53.1,13.2,,257,,196,,48,,1.3
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000016,,31.1,24.8,9.1,,,c,,c,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000017,,25.7,21.7,9.8,,37,,32,,14,,1.2
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000018,,39.1,33.1,10.1,,138,,117,,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000019,,50.2,42.2,14.7,,,c,,c,41,,1.2
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000020,,68.5,51.6,14.9,,372,,277,,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000021,,123.6,96.9,24.8,,1308,,1023,,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000022,,101.4,77.8,17,,323,,247,,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000023,,100.9,75.9,18.5,,643,,482,,117,,1.3
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000024,,59.7,47.8,14.3,,459,,364,,105,,1.3
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000025,,39.5,34.7,4.8,,,c,,c,,c,1.1
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000026,,71.8,56.4,17.5,,16,,13,,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000027,,43.6,35,10.2,,168,,134,,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2007/08,S08000028,,77.6,61.2,0,,21,,17,,0,,1.2
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000015,,80,63.2,13.8,,292,,232,,50,,1.3
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000016,,30.4,25.2,8.6,,34,,29,,10,,1.2
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000017,,26.5,24.6,6.9,,,c,,c,,c,1.1
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000018,,37.4,32.3,8.5,,133,,114,,30,,1.2
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000019,,61.6,53.3,14.9,,178,,154,,43,,1.2
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000020,,81,57.4,15.6,,,c,,c,85,,1.4
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000021,,137.8,104.4,23.5,,1477,,1110,,247,,1.3
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000022,,84.1,66.7,15.1,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000023,,106.4,78.1,21.2,,682,,497,,,c,1.4
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000024,,54.1,45,12.8,,413,,345,,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000025,,27.7,27.7,0,,6,,6,,0,,1
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000026,,41.9,32.7,10.7,,9,,7,,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000027,,52.4,42.2,11.7,,200,,162,,43,,1.2
M&B - Withdrawal state,F10.3,,Combined,2008/09,S08000028,,104.9,97.6,13.6,,29,,27,,,c,1.1
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000015,,104.3,78.1,20.6,,376,,285,,74,,1.3
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000016,,37.7,29.1,12.6,,42,,33,,14,,1.3
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000017,,35.1,28.1,7,,,c,,c,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000018,,58.8,50.5,17.7,,209,,180,,62,,1.2
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000019,,59.5,46.2,11.4,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000020,,78.9,58.7,14.9,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000021,,143,109.1,24.6,,1540,,1162,,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000022,,84.8,63.6,14.6,,,c,,c,47,,1.3
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000023,,86.9,69.6,17.6,,562,,448,,110,,1.3
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000024,,50.6,43.6,10.8,,386,,330,,78,,1.2
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000025,,26.6,26.6,5.7,,5,,5,,,c,1
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000026,,65,65,20.3,,14,,14,,,c,1
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000027,,40,32.2,10.8,,156,,126,,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2009/10,S08000028,,136.8,127.9,45.7,,,c,,c,,c,1.1
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000015,,86.3,64,14.3,,,c,,c,54,,1.3
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000016,,38.3,30.7,6.4,,43,,35,,7,,1.2
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000017,,49,40.5,7.8,,,c,,c,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000018,,52.9,44,14.8,,,c,,c,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000019,,45.3,37.2,10.9,,,c,,c,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000020,,71.2,53.8,16,,394,,298,,87,,1.3
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000021,,147.5,107.6,22.7,,1594,,1155,,242,,1.4
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000022,,78.2,60.8,14.2,,,c,,c,46,,1.3
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000023,,96.5,75.3,21.1,,620,,485,,135,,1.3
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000024,,55.6,46.8,12.4,,434,,364,,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000025,,9.6,9.6,0,,,c,,c,0,,1
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000026,,103.5,72.8,17.8,,22,,16,,,c,1.4
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000027,,35,31.2,10.1,,,c,,c,39,,1.1
M&B - Withdrawal state,F10.3,,Combined,2010/11,S08000028,,67.5,67.5,8.8,,20,,20,,,c,1
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000015,,105,75.5,12.8,,,c,,c,,c,1.4
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000016,,39,32.9,9.5,,43,,37,,11,,1.2
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000017,,62.7,50,14.7,,,c,,c,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000018,,46.4,39.3,11.2,,165,,141,,39,,1.2
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000019,,51.3,41.7,13,,,c,,c,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000020,,88.9,61.1,17,,,c,,c,,c,1.5
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000021,,154.8,111.7,22.1,,1695,,1217,,,c,1.4
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000022,,88.4,68.9,16.4,,,c,,c,52,,1.3
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000023,,105.9,82.7,21.8,,689,,537,,141,,1.3
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000024,,62.3,49.8,13.3,,488,,388,,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000025,,35.2,28.8,0,,7,,6,,0,,1.2
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000026,,116,63.4,8.2,,27,,15,,,c,1.8
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000027,,40.7,31.4,10.4,,161,,124,,40,,1.3
M&B - Withdrawal state,F10.3,,Combined,2011/12,S08000028,,89.3,70.7,16.5,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000015,,92.9,69.7,14,,,c,,c,50,,1.3
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000016,,42.8,34.8,8.4,,49,,40,,10,,1.2
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000017,,44.6,38.1,10.4,,,c,,c,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000018,,55.9,43.1,11.3,,200,,155,,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000019,,62.7,50.1,17.7,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000020,,74.6,52.5,15.5,,,c,,c,86,,1.4
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000021,,153.1,109,23.5,,,c,,c,,c,1.4
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000022,,78.1,58.8,11.9,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000023,,101.7,75.8,18.2,,662,,491,,116,,1.3
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000024,,63.8,49.8,13,,512,,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000025,,28.4,28.4,11.5,,7,,7,,,c,1
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000026,,109.2,79.3,14.8,,25,,18,,,c,1.4
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000027,,45.1,36.1,8.1,,182,,146,,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2012/13,S08000028,,96,78.3,16.8,,30,,24,,5,,1.3
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000015,,99.4,70.3,14.5,,,c,,c,54,,1.4
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000016,,36.3,25.7,7.6,,,c,,c,,c,1.4
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000017,,56.7,49.4,14,,,c,,c,22,,1.1
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000018,,62.5,49.3,12.5,,224,,178,,44,,1.3
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000019,,76.1,55.5,18.1,,,c,,c,,c,1.4
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000020,,74.8,55.5,17.4,,,c,,c,,c,1.4
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000021,,176.2,123.2,26.6,,1900,,1327,,281,,1.4
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000022,,87.5,67.9,17.7,,281,,219,,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000023,,122.3,87.8,21.6,,785,,562,,135,,1.4
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000024,,75.5,59.2,14.9,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000025,,76.5,69.4,9.1,,18,,16,,,c,1.1
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000026,,38.1,38.1,11.7,,9,,9,,,c,1
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000027,,58.9,47.2,11.3,,,c,,c,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2013/14,S08000028,,100,84.1,27.5,,30,,25,,8,,1.2
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000015,,94.9,67.1,14.6,,,c,,c,,c,1.4
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000016,,60.1,44,9.9,,70,,52,,12,,1.3
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000017,,52.6,36.9,10.2,,79,,55,,16,,1.4
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000018,,73.4,54.7,15.9,,261,,195,,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000019,,94.9,70,22.3,,,c,,c,,c,1.4
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000020,,76.2,58.3,17.9,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000021,,198.5,133.6,28.3,,2154,,1441,,303,,1.5
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000022,,82.7,63.8,16,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000023,,124.8,93.5,29.9,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000024,,76.8,58,14.3,,619,,468,,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000025,,66.8,54.4,12.2,,16,,13,,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000026,,72.8,68.8,31.2,,17,,16,,7,,1.1
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000027,,60.3,47.9,11.9,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2014/15,S08000028,,48.2,40.6,9,,14,,12,,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000015,,111,81.8,15.4,,405,,300,,57,,1.4
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000016,,66.4,55.9,17.3,,73,,62,,20,,1.2
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000017,,60.6,49.2,15.6,,91,,74,,23,,1.2
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000018,,67.8,53.3,14.8,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000019,,93.5,68.8,25.5,,277,,202,,,c,1.4
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000020,,79.6,60.7,19.4,,,c,,c,108,,1.3
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000021,,227.7,148.1,35.4,,2490,,1607,,,c,1.5
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000022,,99.9,78.9,21.1,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000023,,132.1,91.9,19.9,,858,,592,,,c,1.4
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000024,,72,55.2,11.7,,,c,,c,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000025,,37.7,29,10.4,,8,,6,,,c,1.3
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000026,,78.4,63.1,22.6,,17,,14,,5,,1.2
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000027,,61,50.3,14.8,,,c,,c,,c,1.2
M&B - Withdrawal state,F10.3,,Combined,2015/16,S08000028,,138.3,107.3,18.2,,42,,32,,5,,1.3
M&B - Withdrawal state with delirium,F10.4,,SMR01,1997/98,S92000003,d,15.9,14.5,,:,739,,677,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,1998/99,S92000003,d,13.8,12.4,,:,635,,574,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,1999/00,S92000003,d,14,12.4,,:,665,,587,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2000/01,S92000003,d,15.7,13.7,,:,743,,648,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2001/02,S92000003,d,14.9,13.3,,:,719,,641,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2002/03,S92000003,d,16.8,14.8,,:,818,,720,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2003/04,S92000003,d,16,14.2,,:,778,,689,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2004/05,S92000003,d,16.8,14.5,,:,833,,715,,,:,1.2
M&B - Withdrawal state with delirium,F10.4,,SMR01,2005/06,S92000003,d,14.1,12.5,,:,705,,622,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2006/07,S92000003,d,16.1,14.5,,:,814,,731,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2007/08,S92000003,d,14.4,12.8,3.2,,726,,645,,161,,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2008/09,S92000003,d,13.5,12.1,3,,696,,620,,156,,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2009/10,S92000003,d,11.6,10.4,2.4,,600,,535,,122,,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2010/11,S92000003,d,11.8,10.5,2.2,,607,,541,,112,,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2011/12,S92000003,d,10.6,9.6,2.4,,547,,497,,124,,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2012/13,S92000003,d,10.5,9.3,2.4,,546,,482,,123,,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2013/14,S92000003,d,10.6,9,2.5,,548,,466,,126,,1.2
M&B - Withdrawal state with delirium,F10.4,,SMR01,2014/15,S92000003,d,8.2,7.3,1.9,,429,,381,,101,,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2015/16,S92000003,d,7.8,7.3,2.1,,407,,380,,105,,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR01,2016/17,S92000003,d,9.1,8.6,2.6,,475,,451,,138,,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR04,1997/98,S92000003,d,1.6,1.4,,:,75,,70,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR04,1998/99,S92000003,d,1.9,1.8,,:,93,,90,,,:,1
M&B - Withdrawal state with delirium,F10.4,,SMR04,1999/00,S92000003,d,1.7,1.7,,:,85,,83,,,:,1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2000/01,S92000003,d,1.9,1.8,,:,96,,90,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2001/02,S92000003,d,1.4,1.3,,:,70,,64,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2002/03,S92000003,d,1.1,1.1,,:,57,,55,,,:,1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2003/04,S92000003,d,0.9,0.9,,:,46,,44,,,:,1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2004/05,S92000003,d,1.1,1,,:,55,,50,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2005/06,S92000003,d,0.8,0.7,,:,41,,38,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2006/07,S92000003,d,0.9,0.8,,:,45,,43,,,:,1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2007/08,S92000003,d,0.5,0.5,0.4,,26,,26,,19,,1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2008/09,S92000003,d,0.6,0.6,0.4,,33,,33,,23,,1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2009/10,S92000003,d,0.5,0.5,0.3,,26,,25,,17,,1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2010/11,S92000003,d,0.7,0.7,0.5,,35,,34,,26,,1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2011/12,S92000003,d,0.4,0.4,0.3,,23,,23,,17,,1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2012/13,S92000003,d,0.5,0.5,0.4,,26,,25,,18,,1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2013/14,S92000003,d,0.5,0.5,0.3,,24,,24,,15,,1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2014/15,S92000003,d,0.2,0.2,0.1,,13,,13,,8,,1
M&B - Withdrawal state with delirium,F10.4,,SMR04,2015/16,S92000003,d,0.5,0.4,0.2,,23,,21,,11,,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,1997/98,S92000003,d,17.4,15.9,,:,814,,742,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,1998/99,S92000003,d,15.7,14.1,,:,728,,656,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,1999/00,S92000003,d,15.7,13.9,,:,750,,662,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,2000/01,S92000003,d,17.6,15.3,,:,839,,729,,,:,1.2
M&B - Withdrawal state with delirium,F10.4,,Combined,2001/02,S92000003,d,16.3,14.5,,:,789,,699,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,2002/03,S92000003,d,17.9,15.8,,:,875,,770,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,2003/04,S92000003,d,16.9,15,,:,824,,729,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,2004/05,S92000003,d,17.9,15.3,,:,888,,761,,,:,1.2
M&B - Withdrawal state with delirium,F10.4,,Combined,2005/06,S92000003,d,14.9,13.1,,:,746,,656,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,2006/07,S92000003,d,17,15.3,,:,859,,772,,,:,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,2007/08,S92000003,d,14.9,13.3,3.3,,752,,668,,165,,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,2008/09,S92000003,d,14.2,12.7,3,,729,,649,,156,,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,2009/10,S92000003,d,12.1,10.9,2.4,,626,,559,,121,,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,2010/11,S92000003,d,12.5,11.2,2.3,,642,,574,,115,,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,2011/12,S92000003,d,11,10,2.5,,570,,518,,124,,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,2012/13,S92000003,d,11.1,9.8,2.4,,572,,505,,122,,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,2013/14,S92000003,d,11,9.4,2.4,,572,,488,,123,,1.2
M&B - Withdrawal state with delirium,F10.4,,Combined,2014/15,S92000003,d,8.5,7.5,1.9,,442,,393,,99,,1.1
M&B - Withdrawal state with delirium,F10.4,,Combined,2015/16,S92000003,d,8.3,7.7,2.1,,430,,400,,105,,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,1997/98,S92000003,d,8.8,7.7,,:,371,,327,,,:,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,1998/99,S92000003,d,8.7,7.7,,:,366,,323,,,:,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,1999/00,S92000003,d,9,8,,:,380,,333,,,:,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2000/01,S92000003,d,8.6,7.4,,:,368,,315,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2001/02,S92000003,d,9.6,7.9,,:,405,,333,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2002/03,S92000003,d,11,9,,:,473,,391,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2003/04,S92000003,d,10.8,8.6,,:,470,,377,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2004/05,S92000003,d,13,10.3,,:,577,,453,,,:,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2005/06,S92000003,d,12.3,10.2,,:,549,,449,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2006/07,S92000003,d,11.7,9.4,,:,538,,431,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2007/08,S92000003,d,12,9.6,2.1,,551,,439,,93,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2008/09,S92000003,d,11.6,9,2.1,,542,,423,,97,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2009/10,S92000003,d,12,9.3,2.5,,572,,440,,114,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2010/11,S92000003,d,13.1,10.1,2.2,,630,,482,,104,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2011/12,S92000003,d,12.4,9.5,2,,604,,461,,96,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2012/13,S92000003,d,12.3,9.4,2,,593,,451,,96,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2013/14,S92000003,d,12.6,8.6,1.7,,618,,425,,83,,1.5
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2014/15,S92000003,d,12.3,9.6,2,,609,,475,,97,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2015/16,S92000003,d,11.7,9.1,1.7,,592,,458,,88,,1.3
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR01,2016/17,S92000003,d,12.5,9,2,,636,,461,,103,,1.4
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,1997/98,S92000003,d,9.7,8.3,,:,443,,375,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,1998/99,S92000003,d,9.5,8,,:,421,,355,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,1999/00,S92000003,d,8.7,7.8,,:,390,,353,,,:,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2000/01,S92000003,d,7.5,6.7,,:,346,,309,,,:,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2001/02,S92000003,d,8.2,7.2,,:,374,,331,,,:,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2002/03,S92000003,d,8.1,7.4,,:,376,,343,,,:,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2003/04,S92000003,d,7.5,6.4,,:,347,,295,,,:,1.2
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2004/05,S92000003,d,6.8,6.1,,:,323,,290,,,:,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2005/06,S92000003,d,6.1,5.4,,:,287,,252,,,:,1.1
M&B - Psychotic and amnesic disorders,"F10.5, F10.6, F10.7",,SMR04,2006/07,S92000003,d,4.8,4.3,,:,233,,209,,,:,1.1
